Name,Day,Date,Raid,Type,Reason,Points,Alt or 2nd Main,Class,Guild Rank,Alt,DKP Rank,Attendance Calc,Level
Mollwin,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,34.00,#N/A
Montaron,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Moonfang,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,17.72,#N/A
Mortimus,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Necromancer,<<< Officer >>>,,Main,94.80,70
Myakoda,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,5.90,#N/A
Mysander,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,7.33,#N/A
Nahuri,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Bard,Raider,,Main,19.22,66
Naraya,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,4.67,#N/A
Naskimus,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,7.00,#N/A
Naturalshm,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shaman,Inactive,,zInactive,12.25,65
Necrotap,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Nistalkin,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Magician,Raider,,Main,47.80,70
Nosirrah,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,19.05,#N/A
Nuenyin,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Olivercromwell,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,69.88,#N/A
Marinee,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shadow Knight,Raider,,Main,14.20,70
Owesome,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,8.00,#N/A
Paddil,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Pappabear,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,10.33,#N/A
Patchouli,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shaman,<<< Officer >>>,,Main,68.53,70
Penelo,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Monk,<<< Guild Leader >>>,,Main,94.80,70
Oakwynd,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Ranger,Raider,,Main,34.53,70
Person,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,37.00,#N/A
Plaguebloom,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Flatline,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Necromancer,Raider,,Main,17.85,70
Pouches,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.80,#N/A
Prohkor,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,9.75,#N/A
Pythious,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Raage,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Warrior,<<< Officer >>>,,Main,91.47,70
Rabidtiger,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Beastlord,Raider,,Main,88.30,70
Rankle,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,5.00,#N/A
Rathric,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.67,#N/A
Rauk,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Ravnor,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Monk,Raider,,Main,91.47,70
Rayearth,Sat,05/15/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Ranger,Inactive,,zInactive,37.23,61
Remierez,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Renab,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Ranger,Raider,,Main,70.40,70
Rinon,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Druid,<<< Class Lead >>>,,Main,33.03,70
Rost,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Magician,Alt,A,zAlt,0.00,65
ROT,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Rulis,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,13.35,#N/A
Ryden,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Ryder,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Ranger,Raider,,Main,42.68,70
Ryme,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,5.47,#N/A
Ryze,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,34.27,#N/A
Rzktv,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Sacristan,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Paladin,<<< Class Lead >>>,,Main,64.40,70
Sathar,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,28.00,#N/A
Sathur,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.33,#N/A
Scouser,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,18.67,#N/A
Scylla,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Cleric,<<< Officer >>>,,Main,93.80,70
Sebero,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Sebulous,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,4.00,#N/A
Shamanobuzz,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Shamash,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Warrior,Inactive,,zInactive,25.82,65
Shamzy,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.67,#N/A
Shepherdofire,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.00,#N/A
Shinukage,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Sholas,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Shortious,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Silvae,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Cleric,<<< Class Lead >>>,,Main,90.47,70
Skald,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,17.67,#N/A
Sketchy,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Rogue,Alt,A,zAlt,0.00,59
Skooma,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shaman,Alt,A,zAlt,0.00,50
Slappycheeks,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Smokingun,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.20,#N/A
Snwo,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,25.23,#N/A
Sofakingdum,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.67,#N/A
Solaryn,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Druid,Alt,A,zAlt,1.67,65
Soras,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.33,#N/A
Stachey,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,14.80,#N/A
Stalks,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,9.00,#N/A
Stelios,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Stony,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,19.73,#N/A
Synth,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.00,#N/A
Tahlen,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Talen,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,42.62,#N/A
Talimat,Sun,10/18/20,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Wizard,<<< Officer >>>,,Main,31.00,62
Talun,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,8.67,#N/A
Tators,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Enchanter,Raider,,Main,81.37,70
Tazok,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Magician,Raider,,Main,10.67,70
Tehror,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,3.00,#N/A
Thaisa,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Thasumr,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,40.33,#N/A
Thoroughly,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Throlia,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.33,#N/A
Thudbutt,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.00,#N/A
Thunndar,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Enchanter,Inactive,,zInactive,42.27,60
Tiberius,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,18.73,#N/A
Ticklez,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shaman,Alt,A,zAlt,3.00,66
Tigermancer,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,26.68,#N/A
Tigerwolf,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,10.00,#N/A
Tomdar,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Cleric,Raider,,Main,16.70,70
Topmarine,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,3.00,#N/A
Torsey,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Monk,Alt,A,zAlt,20.67,61
Trystyl,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Wizard,<<< Class Lead >>>,,Main,89.05,70
Tsundere,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Tyrannikal,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,18.30,#N/A
Tyrus,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Berserker,<<< Officer >>>,,Main,79.08,70
Underlord,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,3.05,#N/A
Utair,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Druid,Raider,,Main,58.55,70
Valcis,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,32.43,#N/A
Vetis,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Bard,<<< Class Lead >>>,,Main,65.08,70
Viki,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,1.33,#N/A
Ublala,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Berserker,Raider,,Main,37.73,70
Vlasity,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,6.33,#N/A
Volans,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Voltha,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Shaman,<<< Class Lead >>>,,Main,83.70,70
Wallee,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Berserker,Raider,,Main,61.87,70
Warfust,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,5.00,#N/A
Wevlin,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,3.00,#N/A
Wiglim,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Wilin,Sun,02/28/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Druid,Member,,Main,6.20,61
Womps,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.00,#N/A
Wrecking,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Wufang,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Monk,Raider,,Main,18.50,70
Wyskey,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Xarielx,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Wizard,Raider,,Main,40.83,70
Xide,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,2.33,#N/A
Xratizy,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,5.40,#N/A
Yilumi,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Monk,Inactive,,zInactive,12.25,65
Yushi,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,9.00,#N/A
Yushiro,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Yzzy,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Rogue,<<< Class Lead >>>,,Main,45.65,70
Trueshots,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Ranger,Raider,,Main,4.30,70
Zendaya,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Zepherius,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,14.30,#N/A
Zortax,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Warrior,Raider,,Main,85.35,70
Zynite,Sun,05/30/21,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Enchanter,Inactive,,zInactive,11.33,56
Advenia,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1175,,Magician,<<< Class Lead >>>,,Main,0.00,70
Albright,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2030,,Paladin,Raider,,Main,0.00,70
Baconlegs,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,430,,Monk,<<< Officer >>>,,Main,0.00,70
Baddle,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,50,,Rogue,Raider,,Main,0.00,66
Banis,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,780,,Druid,Inactive,,zInactive,0.00,61
Bipp,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2135,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,285,,Wizard,Raider,,Main,0.00,70
Blitzen,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Displacer,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,0,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2470,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Boomerbear,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,3105,,Magician,Inactive,,zInactive,0.00,65
Bramil,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,940,,Necromancer,Raider,,Main,0.00,70
Bueller,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,20,,Magician,<<< Officer >>>,,Main,0.00,60
Clawdess,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,3110,,Rogue,Raider,,Main,0.00,70
Denia,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,490,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,335,,Paladin,Inactive,,zInactive,0.00,65
Drae,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,870,,Paladin,Raider,,Main,0.00,70
Elynore,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1475,,Druid,Raider,,Main,0.00,70
Essay,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2300,,Warrior,Inactive,,zInactive,0.00,65
Fenbus,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1820,,Bard,Inactive,,zInactive,0.00,65
Flatline,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2010,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,745,,Bard,Raider,,Main,0.00,70
Sinidan,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,730,,Rogue,Raider,,Main,0.00,70
Glooping,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,930,,Necromancer,<<< Officer >>>,,Main,0.00,70
Guzz,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1380,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,290,,Necromancer,Raider,,Main,0.00,70
Kirynn,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1040,,Enchanter,Raider,,Main,0.00,70
Krotax,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,255,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Mayfair,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2470,,Druid,Raider,,Main,0.00,70
Mitivo,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2495,,Magician,Inactive,,zInactive,0.00,65
Mortimus,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1400,,Necromancer,<<< Officer >>>,,Main,0.00,70
Nahuri,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,705,,Bard,Raider,,Main,0.00,66
Naturalshm,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,2110,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,,09/14/21 DKP Rebase/Archive for GoD,Earned,DKP Rebase/Archive for GoD,1360,,Magician,Raider,,Main,0.00,70
